ID,ペア,is_sudden_severe,is_numbness,is_behavior,label_sudden_severe,label_numbness,label_behavior,投入先モデル,生成時に質問した症状,意味保持度,根拠保持度,表現多様度
sudden_severe_3_0094,"Dispatcher: 激しい頭痛が突然起こったか分かりますか？
Caller: いいえ、本人が寝込んでいて詳しく話せず、突然かどうかも激しいかどうかも確認できません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,High,High,Low
sudden_severe_3_0095,"Dispatcher: いつもの頭痛という感じですか？
Caller: 夫からは頭が痛いとだけ聞いていて、急に強くなったのか普段の頭痛なのかは分かりません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,High,High
sudden_severe_0_0096,"Dispatcher: 手足のしびれや麻痺はありますか？
Caller: はい、父は右腕がしびれて力が入らないと言っています。",True,False,False,0,0,0,is_sudden_severe,is_numbness,High,High,Low
sudden_severe_0_0097,"Dispatcher: 何か変わった様子はありますか？
Caller: はい、さっきから話がかみ合わず、普段ならしない同じことを何度もしています。",True,False,False,0,0,0,is_sudden_severe,is_behavior,Low,Low,High
sudden_severe_0_0098,"Dispatcher: 普段と違う振る舞いや様子はありますか？
Caller: ええ、妹が急にぼんやりして、呼んでも返事の仕方がおかしいです。",True,False,False,0,0,0,is_sudden_severe,is_behavior,High,Low,High
sudden_severe_0_0099,"Dispatcher: いつもと違う振る舞いはありますか？
Caller: はい、受け答えがちぐはぐで、落ち着きなく部屋をうろうろしています。",True,False,False,0,0,0,is_sudden_severe,is_behavior,High,Low,Low
sudden_severe_0_0100,"Dispatcher: ぼんやりしている、返事がおかしいなど、普段と違う様子はありますか？
Caller: いいえ、会話は普通にできていますし、行動もいつも通りです。",True,False,False,0,0,0,is_sudden_severe,is_behavior,High,High,High
sudden_severe_1_0101,"Dispatcher: 急にものすごく強い頭痛になった感じですか？
Caller: はい、さっき突然、我慢できないくらい痛いと言い出しました。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,Low,High,Low
sudden_severe_1_0102,"Dispatcher: 急にひどい頭痛が来た感じですか？
Caller: はい、急にガンと来て、かなり強い痛みだと言っています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,Low,Low,Low
sudden_severe_1_0103,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、弟が数分前に急に頭を押さえて、今までにないほど強く痛むと言っています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,High,High,Low
sudden_severe_1_0104,"Dispatcher: さっきまで普通だったのに、急に耐えられないほど頭が痛くなった感じですか？
Caller: そうです、食事中にいきなり頭を抱えて、ものすごく痛いと訴えました。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,High,Low,High
sudden_severe_1_0105,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: はい、急に始まって、本人も我慢できないくらい強いと言っています。",True,False,False,1,0,0,is_sudden_severe,is_sudden_severe,High,Low,Low
sudden_severe_2_0106,"Dispatcher: 急にひどい頭痛が来た感じですか？
Caller: いいえ、朝から少しずつ痛くなってきたようで、急に強くなったわけではありません。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,Low,Low,High
sudden_severe_2_0107,"Dispatcher: 突然の激しい頭痛ですか？
Caller: いいえ、昨日から続いている鈍い痛みで、突然ではありません。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,Low,High,Low
sudden_severe_2_0108,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いえ、仕事中からじわじわ痛くなってきたみたいで、急にひどくなった感じではないです。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,Low,High
sudden_severe_2_0109,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: いいえ、前からある頭痛が少し続いているだけで、突然の強い痛みではありません。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,Low,Low
sudden_severe_2_0110,"Dispatcher: 激しい痛みが急に出たのですか？
Caller: いいえ、昼ごろからだんだん痛くなってきたと言っています。",True,False,False,2,0,0,is_sudden_severe,is_sudden_severe,High,Low,Low
sudden_severe_3_0111,"Dispatcher: 頭の痛みは、突然起こった激しい痛みですか？
Caller: 突然だったか、どれほど強いかはまだ確認できていません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,High,Low,Low
sudden_severe_3_0112,"Dispatcher: いつもの軽い頭痛ということでよいですか？
Caller: そこは分かりません。急に強くなったのかどうか、まだ本人に聞けていません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,Low,Low
sudden_severe_3_0113,"Dispatcher: いつもの頭痛という感じですか？
Caller: 娘からメッセージで頭痛とだけ来ていて、急に激しくなったのか普段の痛みなのかは確認できません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,High,High
sudden_severe_3_0114,"Dispatcher: 軽い頭痛ではなく、急に強くなった感じですか？
Caller: 会社から連絡があっただけなので、そのあたりはまだ分からないです。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,Low,High
sudden_severe_3_0115,"Dispatcher: さっき急にひどく痛み出した感じですか？
Caller: 友人から助けてと電話があっただけで、いつからどの程度痛いのかまでは聞けていません。",True,False,False,3,0,0,is_sudden_severe,is_sudden_severe,Low,Low,High
sudden_severe_0_0116,"Dispatcher: いつも通りに見えていますか？
Caller: そこは分かりません。今は電話越しで、普段と違う様子があるか確認できていません。",True,False,False,0,0,0,is_sudden_severe,is_behavior,Low,Low,High
sudden_severe_0_0117,"Dispatcher: いつもと違う振る舞いはありますか？
Caller: あるかどうかは分かりません。まだ直接会えていません。",True,False,False,0,0,0,is_sudden_severe,is_behavior,Low,Low,Low
sudden_severe_0_0118,"Dispatcher: 手足のしびれや麻痺はありますか？
Caller: いいえ、手も足も普通に動かせていて、しびれはないようです。",True,False,False,0,0,0,is_sudden_severe,is_numbness,High,Low,High
